"Date","Price","Open","High","Low","Vol.","Change %"
"04/06/2022","455.97","462.74","462.74","452.64","259.87M","-1.53%"
"04/05/2022","463.07","462.79","464.09","460.90","246.14M","0.19%"
"04/04/2022","462.19","459.36","462.65","457.39","199.35M","0.84%"
"04/01/2022","458.34","456.46","459.16","455.71","211.37M","0.54%"
"03/31/2022","455.86","460.11","461.68","455.86","250.72M","-0.94%"
"03/30/2022","460.19","461.93","461.93","457.79","252.91M","-0.41%"
"03/29/2022","462.09","456.05","463.79","456.05","286.98M","1.74%"
"03/28/2022","454.17","453.59","459.09","453.59","208.87M","0.14%"
"03/25/2022","453.55","453.29","456.33","451.96","209.78M","0.11%"
"03/24/2022","453.07","454.58","455.79","452.25","229.21M","-0.21%"
"03/23/2022","454.03","459.37","459.98","453.13","207.36M","-1.01%"
"03/22/2022","458.65","455.18","459.05","455.18","212.63M","0.85%"
"03/21/2022","454.79","454.50","456.17","453.84","194.63M","0.04%"
"03/18/2022","454.60","451.19","454.64","446.48","485.45M","0.91%"
"03/17/2022","450.49","449.14","451.43","446.37","265.68M","0.45%"
"03/16/2022","448.45","438.76","450.83","438.76","395.22M","3.06%"
"03/15/2022","435.12","433.41","436.42","426.81","233.79M","-0.28%"
"03/14/2022","436.35","432.02","439.37","432.02","257.83M","1.20%"
"03/11/2022","431.17","427.86","438.84","426.25","297.50M","0.95%"
"03/10/2022","427.12","434.67","434.77","424.16","324.84M","-1.69%"
"03/09/2022","434.45","418.42","434.45","418.42","360.46M","4.68%"
"03/08/2022","415.01","414.48","424.40","413.09","383.78M","-0.51%"
"03/07/2022","417.13","418.67","423.90","405.61","531.12M","-1.10%"
"03/04/2022","421.78","436.61","436.61","421.78","420.07M","-3.56%"
"03/03/2022","437.36","446.40","449.04","436.82","328.25M","-2.01%"
"03/02/2022","446.33","441.40","448.53","438.34","336.63M","0.90%"
"03/01/2022","442.37","453.00","454.12","442.37","341.98M","-2.37%"
"02/28/2022","453.11","450.90","453.40","445.00","381.36M","-0.09%"
"02/25/2022","453.53","440.63","453.69","440.63","337.46M","3.32%"
"02/24/2022","438.96","448.59","448.59","434.05","450.93M","-3.28%"
"02/23/2022","453.86","455.56","460.43","453.47","204.39M","-0.28%"
"02/22/2022","455.12","450.65","457.32","445.95","241.97M","0.07%"
"02/21/2022","454.81","461.88","463.62","452.06","175.22M","-1.30%"
"02/18/2022","460.81","464.64","466.38","459.91","188.15M","-0.81%"
"02/17/2022","464.55","468.04","469.09","462.91","192.69M","-0.69%"
"02/16/2022","467.77","468.34","470.53","465.93","225.28M","0.04%"
"02/15/2022","467.56","460.84","467.82","459.48","200.22M","1.43%"
"02/14/2022","460.96","466.47","466.47","455.50","254.77M","-1.83%"
"02/11/2022","469.57","470.15","471.47","466.44","213.88M","-0.59%"
"02/10/2022","472.35","473.84","475.86","469.83","229.93M","-0.21%"
"02/09/2022","473.33","466.78","474.10","466.78","240.86M","1.72%"
"02/08/2022","465.34","465.55","469.17","463.49","211.67M","0.01%"
"02/07/2022","465.28","463.98","466.42","461.14","225.92M","0.68%"
"02/04/2022","462.15","468.82","470.94","460.97","223.39M","-1.38%"
"02/03/2022","468.63","476.49","476.49","468.37","223.53M","-1.76%"
"02/02/2022","477.01","476.84","478.89","476.81","190.70M","0.45%"
"02/01/2022","474.86","470.49","475.74","470.49","192.67M","1.28%"
"01/31/2022","468.88","468.16","471.30","466.61","203.82M","0.72%"
"01/28/2022","465.55","469.60","469.72","460.22","276.68M","-1.02%"
"01/27/2022","470.33","464.97","472.43","460.45","236.93M","0.65%"
"01/26/2022","467.31","461.30","470.11","461.30","197.52M","1.68%"
"01/25/2022","459.59","458.85","462.01","455.98","209.56M","0.71%"
"01/24/2022","456.36","472.90","473.54","454.52","293.73M","-3.81%"
"01/21/2022","474.44","480.14","480.14","470.96","213.35M","-1.84%"
"01/20/2022","483.35","481.40","483.40","478.90","194.76M","0.51%"
"01/19/2022","480.90","478.88","483.73","476.90","217.84M","0.23%"
"01/18/2022","479.79","483.65","483.65","477.52","213.54M","-0.97%"
"01/17/2022","484.51","482.07","485.18","481.62","168.19M","0.70%"
"01/14/2022","481.16","484.63","484.63","480.65","191.84M","-1.01%"
"01/13/2022","486.05","485.68","487.45","484.35","181.89M","-0.03%"
"01/12/2022","486.20","485.15","487.18","483.62","203.14M","0.65%"
"01/11/2022","483.08","480.77","484.96","480.77","173.06M","0.84%"
"01/10/2022","479.04","487.58","488.21","477.90","215.57M","-1.48%"
"01/07/2022","486.25","487.97","488.21","484.15","181.19M","-0.39%"
"01/06/2022","488.16","491.79","491.79","486.28","190.01M","-1.25%"
"01/05/2022","494.35","493.99","495.27","493.31","171.86M","0.07%"
"01/04/2022","494.02","492.10","495.46","492.10","205.34M","0.82%"
"01/03/2022","489.99","488.28","491.43","488.28","80.14M","0.45%"
